d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,17433.55,17931.43
0_other,2018-2019,132567.62,135108.03
1_facilities_and_construction,2019-2020,11435.60,11361.96
1_facilities_and_construction,2020-2021,61669.00,58685.92
1_facilities_and_construction,2022-2023,372276.55,332617.97
11_defence,2018-2019,10840.59,10941.86
11_defence,2019-2020,285109.88,282810.24
11_defence,2020-2021,417391.92,397480.14
11_defence,2021-2022,449534.02,418008.23
11_defence,2022-2023,357280.79,319805.80
2_professional_services,2017-2018,253328.76,260971.87
2_professional_services,2018-2019,320276.29,324428.46
2_professional_services,2019-2020,479168.99,474015.71
2_professional_services,2020-2021,544429.12,517411.28
2_professional_services,2021-2022,412285.63,382476.90
2_professional_services,2022-2023,453641.44,404287.84
3_information_technology,2017-2018,74100.88,76388.74
3_information_technology,2018-2019,3159.96,3189.48
3_information_technology,2019-2020,151209.65,148737.78
3_information_technology,2020-2021,497242.23,471996.63
3_information_technology,2021-2022,2143902.60,1968993.85
3_information_technology,2022-2023,1618019.29,1446513.40
8_security_and_protection,2018-2019,14072.94,14232.35
8_security_and_protection,2019-2020,10761.66,10794.96
8_security_and_protection,2020-2021,37516.00,35725.51
8_security_and_protection,2021-2022,39422.99,36923.59
8_security_and_protection,2022-2023,3756.82,3324.58
9_human_capital,2017-2018,24973.00,25688.52
9_human_capital,2021-2022,27637.12,25740.69
9_human_capital,2022-2023,22563.84,20134.91
