d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,74100.88,76388.74
it_consulting_services,2018-2019,3159.96,3189.48
it_consulting_services,2019-2020,126236.65,123994.15
it_consulting_services,2020-2021,262257.66,248254.13
it_consulting_services,2021-2022,1021841.07,948513.15
it_consulting_services,2022-2023,1618019.29,1446513.40
it_other,2020-2021,38985.00,36734.62
it_software_licensing,2019-2020,24973.00,24743.63
it_software_licensing,2020-2021,195999.58,187007.87
it_software_licensing,2021-2022,1122061.53,1020480.71
