d_most_recent_category,total,percentage
2_professional_services,2547791.10,0.3998
3_information_technology,2296340.56,0.3603
11_defence,1151774.47,0.1807
1_facilities_and_construction,223105.77,0.035
8_security_and_protection,101773.59,0.016
9_human_capital,52610.12,0.0083
