owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2017-2018,22296.75,22743.59
csc-scc,2018-2019,17168.50,17337.56
csc-scc,2020-2021,11508.26,10877.74
csc-scc,2021-2022,130883.34,112968.56
dfatd-maecd,2017-2018,832170.89,853474.20
dfatd-maecd,2018-2019,916065.50,927091.03
dfatd-maecd,2019-2020,1152732.15,1150161.60
dfatd-maecd,2020-2021,1160584.24,1133669.38
dfatd-maecd,2021-2022,791246.62,455974.92
dfo-mpo,2020-2021,24860.00,24229.65
dnd-mdn,2017-2018,132134.82,135182.90
dnd-mdn,2018-2019,194658.57,197094.88
dnd-mdn,2019-2020,115672.87,115512.06
dnd-mdn,2020-2021,65702.53,64920.04
dnd-mdn,2021-2022,26988.38,22675.86
ec,2020-2021,11852.29,11202.92
ec,2021-2022,49384.55,44951.79
nrc-cnrc,2020-2021,22487.00,21394.31
nrc-cnrc,2021-2022,41490.42,0.00
nrcan-rncan,2018-2019,126648.14,128467.13
nrcan-rncan,2019-2020,211607.43,211142.89
nrcan-rncan,2020-2021,319075.02,310007.87
nrcan-rncan,2021-2022,279181.08,243781.64
oag-bvg,2017-2018,19292.34,19809.48
oag-bvg,2018-2019,3224.20,3258.40
oag-bvg,2021-2022,11300.00,10265.69
pwgsc-tpsgc,2017-2018,181842.45,186509.51
pwgsc-tpsgc,2018-2019,364124.18,368470.39
pwgsc-tpsgc,2019-2020,119269.55,119052.97
pwgsc-tpsgc,2020-2021,297251.85,285824.64
pwgsc-tpsgc,2021-2022,1007833.07,743806.01
