d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,24973.00,24523.69
0_other,2020-2021,36131.75,34207.31
0_other,2021-2022,49155.00,45635.31
0_other,2022-2023,28559.79,25362.70
1_facilities_and_construction,2017-2018,1009853.00,1041020.62
1_facilities_and_construction,2018-2019,1279257.83,1302299.21
1_facilities_and_construction,2019-2020,1385523.87,1370927.26
1_facilities_and_construction,2020-2021,1499973.25,1427254.44
1_facilities_and_construction,2021-2022,1841312.43,1706519.45
1_facilities_and_construction,2022-2023,3569208.39,3196816.34
2_professional_services,2017-2018,41286.16,42520.62
2_professional_services,2018-2019,165158.52,167597.49
2_professional_services,2019-2020,228141.09,224450.17
2_professional_services,2020-2021,401234.03,381024.48
2_professional_services,2021-2022,406281.02,379236.18
2_professional_services,2022-2023,119022.28,106153.41
3_information_technology,2017-2018,22296.75,22954.37
3_information_technology,2018-2019,44287.50,45069.83
3_information_technology,2022-2023,12765.00,11330.99
5_transportation_and_logistics,2021-2022,70287.13,63899.68
6_industrial_products_and_services,2018-2019,4668.74,4712.35
6_industrial_products_and_services,2019-2020,55121.20,54681.50
6_industrial_products_and_services,2022-2023,22487.00,19899.77
