d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1114319192.46,1148471556.14
1_facilities_and_construction,2018-2019,1114382599.97,1134748193.93
1_facilities_and_construction,2019-2020,1117508363.48,1108529566.89
1_facilities_and_construction,2020-2021,1114342094.99,1062384031.82
1_facilities_and_construction,2021-2022,931352543.25,871527210.00
10_office_management,2017-2018,82416.17,84744.53
10_office_management,2020-2021,11407.67,10881.04
2_professional_services,2017-2018,211147883.53,217619454.87
2_professional_services,2018-2019,211256585.77,215118211.16
2_professional_services,2019-2020,211768132.31,210067269.76
2_professional_services,2020-2021,211138162.30,201293104.56
2_professional_services,2021-2022,211124830.60,197562553.18
3_information_technology,2017-2018,27287.74,28039.71
3_information_technology,2019-2020,1523.59,1487.30
3_information_technology,2020-2021,66794.74,64005.40
6_industrial_products_and_services,2017-2018,26593.66,27435.66
6_industrial_products_and_services,2018-2019,12185.36,12289.28
6_industrial_products_and_services,2019-2020,45775.16,44978.79
6_industrial_products_and_services,2020-2021,12011.07,11451.05
8_security_and_protection,2017-2018,23228.64,23940.58
8_security_and_protection,2018-2019,26388.07,26868.83
8_security_and_protection,2019-2020,27028.89,26811.98
8_security_and_protection,2020-2021,42035.10,40083.73
