d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1325612568.17,1359962948.31
2018-2019,1325543211.49,1346154205.97
2019-2020,1329332994.89,1318102375.85
2020-2021,1325602302.12,1260208563.70
2021-2022,1142477373.85,893818316.26
