d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,2498441.18,2565413.20
11_defence,2018-2019,2498441.18,2530325.08
11_defence,2019-2020,2505286.23,2500154.74
11_defence,2020-2021,2512409.22,2459316.68
11_defence,2021-2022,616053.99,569044.81
6_industrial_products_and_services,2017-2018,3147524.21,3247409.91
6_industrial_products_and_services,2018-2019,8305068.17,8385928.56
6_industrial_products_and_services,2019-2020,4133492.82,4126583.31
6_industrial_products_and_services,2020-2021,4937415.53,4823480.48
6_industrial_products_and_services,2021-2022,3769886.89,2836737.24
