owner_org,d_fiscal_year,total
cbsa-asfc,2018-2019,7865.1802721088425
cbsa-asfc,2019-2020,1327749.8580493298
cbsa-asfc,2020-2021,1842360.7030564023
csc-scc,2017-2018,805038.0743945044
csc-scc,2018-2019,8942819.438340459
csc-scc,2019-2020,1178251.789158111
csc-scc,2020-2021,944887.3357152635
dfo-mpo,2017-2018,91222.64
dfo-mpo,2018-2019,171891.36
dfo-mpo,2019-2020,156882.44
dfo-mpo,2020-2021,214401.27000000002
dnd-mdn,2017-2018,2748084.1354373586
dnd-mdn,2018-2019,3093258.0283177188
dnd-mdn,2019-2020,2606240.5208866997
dnd-mdn,2020-2021,2614988.0954900538
pc,2017-2018,13679.18
rcmp-grc,2017-2018,2179950.9756000335
rcmp-grc,2018-2019,341240.67790105415
rcmp-grc,2019-2020,1526637.9317942117
rcmp-grc,2020-2021,2147362.5610951404
