d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,2498441.18
11_defence,2018-2019,2498441.18
11_defence,2019-2020,2505286.23
11_defence,2020-2021,2512409.22
6_industrial_products_and_services,2017-2018,3147524.21
6_industrial_products_and_services,2018-2019,8305068.17
6_industrial_products_and_services,2019-2020,4133492.82
6_industrial_products_and_services,2020-2021,4937415.53
