d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,590179.414951989
1_facilities_and_construction,2018-2019,590179.414951989
1_facilities_and_construction,2019-2020,530353.0085048011
1_facilities_and_construction,2020-2021,24577.5
11_defence,2019-2020,21738.155440414506
11_defence,2020-2021,377829.84455958544
2_professional_services,2017-2018,6697755.990509881
2_professional_services,2018-2019,7324508.683794403
2_professional_services,2019-2020,6013771.2854493335
2_professional_services,2020-2021,7810310.648772207
3_information_technology,2017-2018,1884795.3977094407
3_information_technology,2018-2019,1915808.5231745425
3_information_technology,2019-2020,705932.5992825105
3_information_technology,2020-2021,1709809.6338059972
9_human_capital,2017-2018,303941.50869779335
9_human_capital,2018-2019,378392.0963448522
9_human_capital,2019-2020,277060.31573209836
9_human_capital,2020-2021,298839.1863448522
