owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,422809.13,435639.36
aafc-aac,2018-2019,198179.08,201336.92
aafc-aac,2019-2020,141674.70,141565.32
aafc-aac,2020-2021,146874.75,139656.28
aafc-aac,2021-2022,84641.25,79520.87
aafc-aac,2022-2023,51975.00,45995.04
aandc-aadnc,2017-2018,485995.41,500818.93
aandc-aadnc,2018-2019,192570.84,195955.79
aandc-aadnc,2019-2020,233444.24,232051.46
aandc-aadnc,2020-2021,126647.84,120875.02
aandc-aadnc,2021-2022,36038.21,33505.65
aandc-aadnc,2022-2023,79160.29,70387.30
atssc-scdata,2017-2018,92039.09,94925.78
cannor,2022-2023,108819.00,96637.38
cbsa-asfc,2017-2018,945348.65,974442.79
cbsa-asfc,2018-2019,891108.65,908185.09
cbsa-asfc,2019-2020,592529.74,590150.61
cbsa-asfc,2020-2021,2731363.91,2599901.92
cbsa-asfc,2021-2022,5963524.11,5533244.65
cbsa-asfc,2022-2023,5793203.79,5183418.83
cer-rec,2017-2018,43955.88,45334.50
cfia-acia,2017-2018,111497.56,114854.47
cfia-acia,2018-2019,87721.44,89402.46
cgc-ccg,2017-2018,17967.84,18480.97
cgc-ccg,2018-2019,60702.16,62261.57
chrc-ccdp,2019-2020,5148.25,5030.74
chrc-ccdp,2020-2021,50786.75,48365.28
cic,2018-2019,176619.00,180001.08
cic,2019-2020,107293.50,107058.91
cic,2020-2021,102255.74,96353.10
cic,2021-2022,170966.59,161252.15
cic,2022-2023,256685.53,229565.48
cihr-irsc,2018-2019,89713.97,90876.56
cihr-irsc,2019-2020,39137.61,38521.82
cihr-irsc,2020-2021,118044.03,112415.77
cihr-irsc,2021-2022,5580.80,5284.99
cihr-irsc,2022-2023,185242.69,164509.15
cnsc-ccsn,2017-2018,20370.66,20960.24
cnsc-ccsn,2018-2019,63461.58,64531.71
cnsc-ccsn,2019-2020,67079.26,67055.61
cnsc-ccsn,2020-2021,25708.38,24356.36
cnsc-ccsn,2021-2022,97105.15,90115.24
cnsc-ccsn,2022-2023,48000.00,42950.60
cra-arc,2017-2018,162548.56,167761.41
cra-arc,2018-2019,202212.26,206628.64
cra-arc,2022-2023,74015.00,65518.94
csc-scc,2017-2018,52280.90,53866.26
csc-scc,2018-2019,32702.45,33526.91
csc-scc,2019-2020,9592.24,9422.22
csc-scc,2020-2021,22019.92,20970.02
csc-scc,2021-2022,22019.92,20472.48
csc-scc,2022-2023,22019.92,19703.51
dfatd-maecd,2017-2018,78815.60,81203.18
dfatd-maecd,2018-2019,19819.69,20300.63
dfatd-maecd,2019-2020,47271.67,47106.19
dfatd-maecd,2022-2023,28340.22,25116.87
dfo-mpo,2017-2018,302501.00,311741.94
dfo-mpo,2019-2020,0.00,0.00
dfo-mpo,2020-2021,815688.82,773942.07
dfo-mpo,2021-2022,1057217.48,986641.32
dfo-mpo,2022-2023,452565.00,407236.30
dnd-mdn,2017-2018,70060.00,72212.99
dnd-mdn,2018-2019,183380.98,186112.85
dnd-mdn,2019-2020,113587.89,113142.01
dnd-mdn,2020-2021,377829.84,359815.18
dnd-mdn,2021-2022,45200.00,41199.59
ec,2017-2018,32880.43,33922.12
ec,2018-2019,306500.55,310481.57
ec,2019-2020,491197.69,489170.74
ec,2020-2021,99824.26,95064.71
ec,2021-2022,116380.66,107775.90
ec,2022-2023,82782.00,74073.68
elections,2022-2023,28743.75,25525.56
esdc-edsc,2017-2018,685117.18,705584.36
esdc-edsc,2018-2019,937273.41,954694.24
esdc-edsc,2019-2020,1554029.90,1539229.28
esdc-edsc,2020-2021,1502743.27,1432675.76
esdc-edsc,2021-2022,1629827.31,1495067.28
esdc-edsc,2022-2023,1477569.77,1321049.68
fin,2018-2019,8833.32,8944.62
fin,2019-2020,7184.43,7198.61
hc-sc,2017-2018,163906.50,168864.96
hc-sc,2019-2020,138731.29,136494.98
hc-sc,2020-2021,971688.05,925335.61
hc-sc,2021-2022,932834.49,867280.16
hc-sc,2022-2023,879430.38,787444.49
ic,2018-2019,24999.98,25595.65
ic,2021-2022,86445.00,79798.41
ic,2022-2023,40000.00,35589.84
iic-iac,2021-2022,38985.00,36612.98
ijc-cmi,2022-2023,35000.00,30973.09
infc,2017-2018,83118.54,85751.82
infc,2018-2019,13779.22,13907.94
irb-cisr,2022-2023,85026.84,76027.21
isc-sac,2017-2018,232030.26,239156.80
isc-sac,2018-2019,244649.24,249579.12
isc-sac,2019-2020,259893.11,257352.54
isc-sac,2020-2021,32589.29,31035.45
isc-sac,2021-2022,234686.35,217631.57
isc-sac,2022-2023,190740.18,170675.11
jus,2021-2022,40369.15,37173.94
jus,2022-2023,50567.60,45024.75
nrc-cnrc,2017-2018,15933.00,16450.39
nrc-cnrc,2018-2019,44183.00,44874.70
nrc-cnrc,2019-2020,12204.00,12071.00
nrc-cnrc,2020-2021,199938.51,188939.26
nrc-cnrc,2021-2022,248674.71,231110.95
nrc-cnrc,2022-2023,476371.75,424974.44
nrcan-rncan,2017-2018,0.00,0.00
nrcan-rncan,2018-2019,196786.68,199258.34
nrcan-rncan,2019-2020,205619.04,202265.38
nrcan-rncan,2020-2021,237142.82,225584.81
nrcan-rncan,2021-2022,353195.32,326972.68
nserc-crsng,2017-2018,11017.50,11332.14
nserc-crsng,2018-2019,76862.06,78270.45
nserc-crsng,2019-2020,411866.70,408851.54
nserc-crsng,2020-2021,335346.06,319405.70
nserc-crsng,2021-2022,234782.44,218283.26
oag-bvg,2017-2018,67956.18,70091.79
oag-bvg,2018-2019,39454.24,40245.14
oag-bvg,2019-2020,28695.98,28467.08
oag-bvg,2020-2021,28617.58,27253.11
oag-bvg,2021-2022,82233.65,75298.23
oag-bvg,2022-2023,223409.29,199678.37
osfi-bsif,2017-2018,518116.57,533722.72
osfi-bsif,2018-2019,730893.34,744835.92
osfi-bsif,2019-2020,700332.89,694523.79
osfi-bsif,2020-2021,748206.27,712672.61
osfi-bsif,2021-2022,1075272.75,991799.79
osfi-bsif,2022-2023,1601051.23,1433634.05
pc,2017-2018,126999.31,130925.61
pc,2018-2019,98712.38,100007.49
pc,2019-2020,33346.60,33205.16
pc,2020-2021,62655.68,59110.33
pc,2021-2022,88901.61,83115.72
pc,2022-2023,10166.67,9183.19
pch,2017-2018,990945.27,1020371.48
pch,2018-2019,1015854.21,1035690.55
pch,2019-2020,17628.00,17682.55
pch,2020-2021,24194.34,22928.58
pch,2021-2022,11278.57,10680.75
pch,2022-2023,10139.48,8979.23
pco-bcp,2017-2018,20310.24,20952.08
pco-bcp,2018-2019,53671.13,54746.84
phac-aspc,2017-2018,20949.78,21548.08
phac-aspc,2018-2019,85049.87,86957.65
ps-sp,2017-2018,24754.06,25600.26
ps-sp,2018-2019,27312.85,27596.09
ps-sp,2019-2020,74161.15,74288.58
pwgsc-tpsgc,2017-2018,3506957.29,3615700.33
pwgsc-tpsgc,2018-2019,3222294.37,3286121.65
pwgsc-tpsgc,2019-2020,1129216.96,1120952.33
pwgsc-tpsgc,2020-2021,678188.91,645950.41
pwgsc-tpsgc,2021-2022,665870.44,618384.18
pwgsc-tpsgc,2022-2023,2088171.16,1867150.50
ssc-spc,2017-2018,13438.91,13822.71
ssc-spc,2018-2019,854691.60,870963.22
ssc-spc,2019-2020,926852.31,918633.51
ssc-spc,2020-2021,1132367.89,1078377.37
ssc-spc,2021-2022,441395.97,409182.30
ssc-spc,2022-2023,1281768.03,1146931.41
statcan,2022-2023,239895.65,214623.95
tbs-sct,2017-2018,156050.99,160826.47
tbs-sct,2019-2020,215411.90,212948.23
tbs-sct,2021-2022,681201.13,621171.42
tbs-sct,2022-2023,1126798.87,1013823.66
tc,2019-2020,39550.00,38766.69
