d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,3428267.94,3515678.88
it_consulting_services,2018-2019,4206239.59,4270349.01
it_consulting_services,2019-2020,2959254.37,2939763.39
it_consulting_services,2020-2021,2605859.18,2476207.66
it_consulting_services,2021-2022,3313434.98,3051670.22
it_other,2019-2020,74450.36,73135.07
it_other,2020-2021,847500.00,805693.06
it_other,2021-2022,915300.00,848094.10
