normalized_vendor_name,original_vendor_name
SNAP ON TOOLS,Snap-on tools
SNAP ON TOOLS,Snap-On Tools of Canada
SNAP ON TOOLS,Snap-on Tools of Canada Ltd.
SNAP ON TOOLS,Snap On Tools of Canada
SNAP ON TOOLS,SNAP-ON TOOLS CANADA LTD.
SNAP ON TOOLS,SNAP-ON TOOLS OF CANADA LTD
SNAP ON TOOLS,Snap-On Tools
SNAP ON TOOLS,SNAP-ON TOOLS OF CANADA LTD.
SNAP ON TOOLS,snap on tools
SNAP ON TOOLS,Snap-on Tools
SNAP ON TOOLS,SNAP ON TOOLS
SNAP ON TOOLS,Snap On Tools
SNAP ON TOOLS,Snap-on Tools of Canada Ltd
SNAP ON TOOLS,Snap-on Tools of Canada
SNAP ON TOOLS,SNAP ON TOOLS OF CANADA
SNAP ON TOOLS,SNAP-ON TOOLS OF CANADA
SNAP ON TOOLS,Snap-On Tools of Canada LTD
SNAP ON TOOLS,Snap-on tools of Canada
SNAP ON TOOLS,SNAP ON TOOLS OF CANADA INDUSTRIAL
SNAP ON TOOLS,Snap on Tools - Canada
SNAP ON TOOLS,Snap-On Tools of Canada Inc.
SNAP ON TOOLS,SNAP-ON TOOLS
SNAP ON TOOLS,Snap-On Tools of Canada Ltd
SNAP ON TOOLS,SNAP ON Tools
SNAP ON TOOLS,Snap On Tools of Canada Ltd
SNAP ON TOOLS,Snap-On Tools Canada
SNAP ON TOOLS,SNAP ON TOOLS CANADA
SNAP ON TOOLS,Snap On Tools of Canada Ltd.
SNAP ON TOOLS,Snap-On tools
SNAP ON TOOLS,SNAP ON TOOLS OF CANADA LTD
SNAP ON TOOLS,SNAP-ON-TOOLS CANADA
SNAP ON TOOLS,SNAP-ON TOOLS CANADA
SNAP ON TOOLS,Snap On Tools Canada
SNAP ON TOOLS,1213462 SNAP-ON TOOLS OF CANADA
SNAP ON TOOLS,Snap On Tools Canada Ltd
SNAP ON TOOLS,Snap-On Tools / Industrial
SNAP ON TOOLS,Snap-On tools of Canada LTd
SNAP ON TOOLS,Snap on Tools
SNAP ON TOOLS,Snap-On Tools of Canada Ltd.
SNAP ON TOOLS,Snap-On Tools Of Canada
SNAP ON TOOLS,SNAP-ON TOOLS OF CANADA LIMITED
SNAP ON TOOLS,Snap-on tools canada
SNAP ON TOOLS,SNAP-ON TOOLS OF CANADA LTD / OUTILS SNAP-ON DU CANADA LTEE
SNAP ON TOOLS,SNAP ON TOOLS  OF CANADA
SNAP ON TOOLS,Snap-on Tools of Canada Co
SNAP ON TOOLS,SNAP-ON TOOLS OF CANADA CO
SNAP ON TOOLS,snap-on tools of canada ltd
SNAP ON TOOLS,Snap-On tools of Canada
SNAP ON TOOLS,Snap on Tools of Canada
SNAP ON TOOLS,Snap on Tools of CAnada
SNAP ON TOOLS,SNAP-ON-TOOLS OF CANADA CO
SNAP ON TOOLS,SNAP-ON-TOOLS OF CANADA LTD
SNAP ON TOOLS,SNAP-ON TOOLS  OF CANADA LTD
SNAP ON TOOLS,SNAP-ON-TOOLS OF CANADA
SNAP ON TOOLS,Snap on tools of canada ltd
SNAP ON TOOLS,Snap-On-Tools
SNAP ON TOOLS,Snap-on tools of canada ltd
SNAP ON TOOLS,SNAP ON TOOLS LTD
SNAP ON TOOLS,SNAP-ON  TOOLS OF CANADA
SNAP ON TOOLS,SNAP-ON TOOLS OF CANADA CO.
