d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
3_information_technology,2018-2019,43953.65,44532.98
3_information_technology,2019-2020,278529.40,276262.13
3_information_technology,2020-2021,282406.74,268941.78
3_information_technology,2021-2022,269117.14,250482.07
6_industrial_products_and_services,2017-2018,75912.98,78080.94
8_security_and_protection,2017-2018,807682.29,831053.26
8_security_and_protection,2018-2019,1543985.32,1572500.91
8_security_and_protection,2019-2020,3512095.94,3483518.35
8_security_and_protection,2020-2021,2855139.35,2722790.47
8_security_and_protection,2021-2022,73254.66,68106.74
8_security_and_protection,2022-2023,17290.05,15300.75
