d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,81592.64,83922.80
it_consulting_services,2018-2019,26493.86,26741.36
it_consulting_services,2019-2020,282416.14,280853.02
it_consulting_services,2020-2021,36332.03,34563.46
it_consulting_services,2021-2022,132655.44,122189.09
it_consulting_services,2022-2023,135332.02,121096.03
it_devices_equipment,2017-2018,692634.59,712566.45
it_devices_equipment,2018-2019,599254.33,608290.54
it_devices_equipment,2019-2020,372734.88,370425.31
it_devices_equipment,2020-2021,444257.10,424815.25
it_devices_equipment,2021-2022,1417469.79,1285438.81
it_devices_equipment,2022-2023,219934.01,196830.92
it_other,2017-2018,5340706.02,5499661.35
it_other,2018-2019,9535542.82,9686999.84
it_other,2019-2020,8524981.54,8406503.51
it_other,2020-2021,3071375.78,2925345.79
it_other,2021-2022,4450803.03,4084845.98
it_other,2022-2023,4666690.50,4178089.35
it_software_licensing,2017-2018,239604.23,246547.57
it_software_licensing,2018-2019,1075416.50,1097513.18
it_software_licensing,2019-2020,744258.42,738712.82
it_software_licensing,2020-2021,722859.47,688384.72
it_software_licensing,2021-2022,55695.16,51803.39
it_software_licensing,2022-2023,95392.88,85484.81
