d_most_recent_category,total,percentage
3_information_technology,28017256.25396628,0.922514699616823
2_professional_services,1201506.5616986302,0.03956159928030573
6_industrial_products_and_services,533736.38,0.017574156862721575
1_facilities_and_construction,334890.35000000003,0.011026821036092259
10_office_management,186039.61,0.0061256631763035255
9_human_capital,97096.39325432997,0.003197060027753956
