d_most_recent_category,total,percentage
3_information_technology,37308693.79,0.8677
11_defence,1965831.92,0.0457
2_professional_services,1220309.06,0.0284
6_industrial_products_and_services,1175270.92,0.0273
1_facilities_and_construction,674364.64,0.0157
10_office_management,534165.17,0.0124
9_human_capital,116255.54,0.0027
