d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,299537.4
1_facilities_and_construction,2018-2019,48946.450000000004
1_facilities_and_construction,2019-2020,6293.276566757493
1_facilities_and_construction,2020-2021,4973.223433242507
10_office_management,2017-2018,12058.230000000001
10_office_management,2018-2019,78466.72
10_office_management,2019-2020,24662.54
10_office_management,2020-2021,187808.25
11_defence,2017-2018,74654.05364259884
11_defence,2018-2019,497302.62432722293
11_defence,2019-2020,954648.0620301784
11_defence,2020-2021,223408.12
2_professional_services,2017-2018,49375.57000000001
2_professional_services,2018-2019,5646.9123966076495
2_professional_services,2019-2020,421762.95760339237
2_professional_services,2020-2021,219419.79169863014
3_information_technology,2017-2018,6167618.913097871
3_information_technology,2018-2019,11181736.180835806
3_information_technology,2019-2020,9918097.700528117
3_information_technology,2020-2021,4263751.196091079
6_industrial_products_and_services,2017-2018,263713.52844036696
6_industrial_products_and_services,2018-2019,438982.571559633
6_industrial_products_and_services,2019-2020,306788.92038461537
6_industrial_products_and_services,2020-2021,165785.8996153846
9_human_capital,2017-2018,54281.33933454876
9_human_capital,2018-2019,6543.50391978122
9_human_capital,2019-2020,10658.515283842797
9_human_capital,2020-2021,25613.034716157206
