owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,34824.31,35783.97
cas-satj,2018-2019,281507.80,283908.57
cas-satj,2019-2020,426184.49,419685.32
cas-satj,2021-2022,1649186.33,1509885.12
cbsa-asfc,2018-2019,16971.37,17404.48
cbsa-asfc,2019-2020,24403.40,23822.09
cbsa-asfc,2020-2021,13301.30,12615.51
cbsa-asfc,2021-2022,79917.88,74264.35
ced-dec,2017-2018,69138.57,71150.38
ced-dec,2019-2020,32303.58,31852.19
cic,2018-2019,347118.09,350078.41
cic,2019-2020,897626.83,891144.99
cic,2020-2021,123354.29,116248.50
cics-scic,2017-2018,288699.25,296763.12
cics-scic,2018-2019,25494.23,26036.97
cics-scic,2019-2020,12600.00,12584.80
cihr-irsc,2017-2018,27155.56,27961.63
cra-arc,2019-2020,83340.91,83056.77
cra-arc,2021-2022,26419.47,24022.45
crtc,2017-2018,165053.65,169632.53
crtc,2018-2019,70133.50,70731.62
crtc,2019-2020,60125.17,58800.67
crtc,2020-2021,249411.50,237507.20
crtc,2021-2022,284359.75,262609.29
csa-asc,2019-2020,33498.79,33138.50
csa-asc,2021-2022,94812.62,87814.41
csc-scc,2017-2018,70802.39,72753.50
csc-scc,2021-2022,31168.68,28340.77
csps-efpc,2020-2021,19468.98,18517.37
cta-otc,2017-2018,172832.42,177595.18
cta-otc,2018-2019,193782.88,198581.29
dfatd-maecd,2017-2018,54281.34,55945.02
dfatd-maecd,2018-2019,214480.64,219006.61
dfatd-maecd,2019-2020,10658.52,10539.31
dfatd-maecd,2020-2021,202389.91,194297.56
dfatd-maecd,2021-2022,19159.15,17841.06
dfo-mpo,2017-2018,37303.17,38484.00
dfo-mpo,2021-2022,1412516.34,1285738.84
dnd-mdn,2017-2018,99514.05,102256.37
dnd-mdn,2018-2019,497302.62,506532.07
dnd-mdn,2019-2020,1066176.37,1054970.97
dnd-mdn,2020-2021,414423.39,392647.84
dnd-mdn,2021-2022,215819.06,198345.47
ec,2018-2019,111996.22,114513.92
esdc-edsc,2017-2018,143144.09,147088.73
esdc-edsc,2018-2019,13745.30,13862.52
esdc-edsc,2019-2020,716.65,699.58
esdc-edsc,2020-2021,187090.96,177494.51
esdc-edsc,2021-2022,333416.40,312284.62
fin,2021-2022,20415.03,18605.22
hc-sc,2018-2019,23058.80,23255.45
hc-sc,2019-2020,49790.94,49391.36
hc-sc,2020-2021,53095.54,50399.51
hc-sc,2021-2022,35767.62,32659.92
ic,2021-2022,225333.30,204888.96
infc,2017-2018,101262.96,104143.45
infc,2018-2019,174780.63,176271.21
infc,2019-2020,15503.84,15169.52
infc,2020-2021,92740.76,89125.02
infc,2021-2022,87076.23,81556.62
irb-cisr,2020-2021,181452.56,173818.95
isc-sac,2021-2022,158132.43,145386.35
jus,2017-2018,171724.83,176483.68
jus,2018-2019,391116.08,395568.70
jus,2019-2020,86376.00,84838.77
jus,2020-2021,314078.28,298931.54
jus,2021-2022,27559.72,25665.76
lac-bac,2018-2019,46218.43,46612.59
lac-bac,2019-2020,11412.70,11162.87
nrc-cnrc,2017-2018,57228.91,58832.79
nrcan-rncan,2017-2018,328964.73,338608.85
nrcan-rncan,2018-2019,297793.10,301777.98
nrcan-rncan,2019-2020,32379.57,31808.91
nrcan-rncan,2020-2021,9313.68,8879.42
opc-cpvp,2017-2018,25276.24,25972.78
opc-cpvp,2018-2019,292889.68,298731.83
opc-cpvp,2019-2020,45443.63,45078.94
opc-cpvp,2020-2021,51049.88,48650.78
opc-cpvp,2021-2022,13368.26,12723.43
pbc-clcc,2021-2022,90504.46,82293.05
pc,2019-2020,7143.97,6973.80
pc,2020-2021,63336.85,60226.28
pc,2021-2022,73132.63,67210.52
pco-bcp,2017-2018,202471.28,208793.93
phac-aspc,2019-2020,10769.80,10670.09
ppsc-sppc,2017-2018,71899.62,73880.96
ppsc-sppc,2018-2019,124510.22,127440.23
ppsc-sppc,2019-2020,15950.00,16008.01
ppsc-sppc,2020-2021,110958.76,105644.05
ppsc-sppc,2021-2022,25216.89,23367.76
ps-sp,2017-2018,10757.60,11077.19
ps-sp,2018-2019,241399.10,243869.06
ps-sp,2019-2020,248355.63,245140.48
ps-sp,2020-2021,14391.85,13659.19
ps-sp,2021-2022,119343.88,111196.82
pwgsc-tpsgc,2017-2018,1030832.12,1059412.44
pwgsc-tpsgc,2018-2019,1895965.71,1925443.33
pwgsc-tpsgc,2019-2020,1376348.95,1360467.07
pwgsc-tpsgc,2020-2021,679086.43,649813.84
pwgsc-tpsgc,2021-2022,591916.18,546613.86
rcmp-grc,2018-2019,34381.27,35258.69
rcmp-grc,2019-2020,26143.75,25520.99
rcmp-grc,2020-2021,234322.52,223686.05
rcmp-grc,2021-2022,407261.67,375569.48
ssc-spc,2017-2018,3850654.67,3963192.53
ssc-spc,2018-2019,6202125.04,6304670.66
ssc-spc,2019-2020,6387348.87,6292630.79
ssc-spc,2020-2021,1966819.88,1877254.02
ssc-spc,2021-2022,1150430.66,1076080.18
statcan,2017-2018,12037.48,12369.20
swc-cfc,2017-2018,22849.66,23479.33
swc-cfc,2018-2019,110297.51,112475.65
tbs-sct,2017-2018,59448.70,61155.37
tbs-sct,2018-2019,67992.94,69222.54
tbs-sct,2019-2020,153131.35,152255.12
tbs-sct,2020-2021,54236.12,51724.70
tbs-sct,2021-2022,1185.02,1129.10
tc,2018-2019,11306.87,11437.67
vac-acc,2018-2019,528784.28,533913.60
vac-acc,2019-2020,227486.11,223463.95
wage,2018-2019,97443.97,98275.00
wage,2019-2020,301692.16,297652.22
wage,2020-2021,56436.08,53646.88
wage,2021-2022,42326.90,39410.92
