d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,299537.40,306628.77
1_facilities_and_construction,2018-2019,48946.45,49706.04
1_facilities_and_construction,2019-2020,6293.28,6192.33
1_facilities_and_construction,2020-2021,4973.22,4729.61
1_facilities_and_construction,2021-2022,314614.29,105717.48
10_office_management,2017-2018,12058.23,12342.47
10_office_management,2018-2019,78466.72,79593.42
10_office_management,2019-2020,24662.54,24583.42
10_office_management,2020-2021,187808.25,176843.63
10_office_management,2021-2022,231169.43,117971.38
11_defence,2017-2018,74654.05,76413.80
11_defence,2018-2019,497302.62,505076.53
11_defence,2019-2020,954648.06,945651.42
11_defence,2020-2021,223408.12,211665.53
11_defence,2021-2022,215819.06,115372.16
2_professional_services,2017-2018,49375.57,50566.24
2_professional_services,2018-2019,5646.91,5702.47
2_professional_services,2019-2020,421762.96,414042.83
2_professional_services,2020-2021,219419.79,208416.34
2_professional_services,2021-2022,524103.83,362675.15
3_information_technology,2017-2018,6318587.67,6474182.27
3_information_technology,2018-2019,11181736.18,11336033.66
3_information_technology,2019-2020,9918097.70,9782600.98
3_information_technology,2020-2021,4263751.20,4055354.07
3_information_technology,2021-2022,5626521.04,2701330.87
6_industrial_products_and_services,2017-2018,263713.53,269929.80
6_industrial_products_and_services,2018-2019,438982.57,445658.89
6_industrial_products_and_services,2019-2020,306788.92,300009.38
6_industrial_products_and_services,2020-2021,165785.90,156673.94
9_human_capital,2017-2018,54281.34,55687.95
9_human_capital,2018-2019,6543.50,6685.63
9_human_capital,2019-2020,10658.52,10533.94
9_human_capital,2020-2021,25613.03,24384.53
9_human_capital,2021-2022,19159.15,14151.05
