d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,306497.2181512868
2_professional_services,2018-2019,1162761.8697360514
2_professional_services,2019-2020,1131102.6770946486
2_professional_services,2020-2021,1398741.6166424255
3_information_technology,2017-2018,15638916.696161257
3_information_technology,2018-2019,22318924.475072786
3_information_technology,2019-2020,22716907.549735818
3_information_technology,2020-2021,23000463.781776242
9_human_capital,2018-2019,49910.649999999994
9_human_capital,2019-2020,11526
NA,2018-2019,14616.55
