d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1481346.18,1510895.84
2018-2019,2304337.85,2346294.03
2019-2020,977790.30,974173.50
2020-2021,1115100.00,1054005.22
2021-2022,21910.57,15978.94
