d_fiscal_year,total,total_constant_2019_dollars
2017-2018,573246.69,587411.99
2018-2019,539945.79,547906.11
2019-2020,1025838.76,1016091.17
2020-2021,1009474.56,959521.35
2021-2022,913090.88,847270.18
