d_fiscal_year,total,total_constant_2019_dollars
2017-2018,25103438.32,25855956.63
2018-2019,45604920.79,46414547.75
2019-2020,52444161.74,52041772.35
2020-2021,57024538.08,54355960.47
2021-2022,79137096.94,73876045.83
