d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,173930.00,179591.19
0_other,2021-2022,46228.44,41789.77
0_other,2022-2023,101589.97,91319.67
2_professional_services,2017-2018,1271590.40,1310301.10
2_professional_services,2018-2019,724460.53,738148.33
2_professional_services,2019-2020,542137.13,536307.68
2_professional_services,2020-2021,1273311.38,1210010.90
2_professional_services,2021-2022,1159103.25,1072662.50
2_professional_services,2022-2023,1302496.03,1166332.96
3_information_technology,2017-2018,26812.76,27578.49
3_information_technology,2018-2019,200659.07,203639.57
3_information_technology,2019-2020,16140.73,15772.31
3_information_technology,2020-2021,8804.03,8316.55
3_information_technology,2021-2022,65015.68,58773.14
9_human_capital,2018-2019,10650.25,10836.51
