owner_org,d_fiscal_year,total,total_constant_2019_dollars
cic,2018-2019,50522.35,51384.66
cic,2019-2020,105300.11,104460.13
esdc-edsc,2017-2018,652413.15,671180.45
esdc-edsc,2018-2019,96720.14,97623.66
esdc-edsc,2019-2020,72838.62,73064.03
iaac-aeic,2018-2019,162691.46,164211.26
ic,2017-2018,165149.71,169898.59
ic,2018-2019,114869.19,116552.38
ic,2019-2020,341060.52,338339.89
infc,2017-2018,16858.20,17378.75
jus,2017-2018,23399.95,24077.62
pch,2017-2018,19879.30,20447.02
pch,2018-2019,10747.08,10959.84
pco-bcp,2017-2018,102676.94,105609.24
ppsc-sppc,2019-2020,17911.63,17955.87
pwgsc-tpsgc,2017-2018,1511193.76,1554639.60
pwgsc-tpsgc,2018-2019,1728952.08,1756693.93
pwgsc-tpsgc,2019-2020,929586.88,925663.33
