owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,12117.78,12403.42
aafc-aac,2018-2019,1491580.23,1510357.41
aafc-aac,2019-2020,2394378.79,2374172.68
aafc-aac,2020-2021,196260.56,185266.03
cfia-acia,2019-2020,24622.70,24422.46
dfo-mpo,2019-2020,8685.95,8475.75
dfo-mpo,2020-2021,12408.50,11713.38
dnd-mdn,2017-2018,42624.68,43751.74
dnd-mdn,2021-2022,22216.05,20065.54
nrc-cnrc,2020-2021,22687.38,21362.85
nrc-cnrc,2021-2022,21955.53,20760.30
nrcan-rncan,2018-2019,17366.47,17537.34
