owner_org,d_fiscal_year,total
dfatd-maecd,2019-2020,3710118.646224962
dfatd-maecd,2020-2021,6670902.984591681
dnd-mdn,2017-2018,5588383.720930232
dnd-mdn,2018-2019,1633292.336592827
dnd-mdn,2019-2020,2953541.863101266
dnd-mdn,2020-2021,8383737.946145619
hc-sc,2020-2021,39956.89
pwgsc-tpsgc,2017-2018,39651959.4863048
pwgsc-tpsgc,2018-2019,71436009.3582892
pwgsc-tpsgc,2019-2020,97960893.7221621
pwgsc-tpsgc,2020-2021,82699382.77750184
rcmp-grc,2018-2019,4165784.198340557
rcmp-grc,2019-2020,7706940.306853034
rcmp-grc,2020-2021,16164129.830027383
