d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,41724888.38554455
1_facilities_and_construction,2018-2019,76364732.10941596
1_facilities_and_construction,2019-2020,114421700.59662995
1_facilities_and_construction,2020-2021,99419356.75899646
2_professional_services,2017-2018,17270334.875106845
2_professional_services,2018-2019,14716086.597937569
2_professional_services,2019-2020,14756404.643411372
2_professional_services,2020-2021,14716086.597937569
6_industrial_products_and_services,2017-2018,2868368.728627838
6_industrial_products_and_services,2018-2019,2868368.728627838
