d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,41724888.39,43016466.62
1_facilities_and_construction,2018-2019,75618100.85,76823241.72
1_facilities_and_construction,2019-2020,113451437.25,112454473.02
1_facilities_and_construction,2020-2021,98562351.95,93977727.81
1_facilities_and_construction,2021-2022,100197291.77,93760097.53
2_professional_services,2017-2018,2554248.28,2636618.67
3_information_technology,2017-2018,14659071.95,15108361.33
3_information_technology,2018-2019,14659071.95,14927024.80
3_information_technology,2019-2020,14699233.79,14581270.95
3_information_technology,2020-2021,14659071.95,13975584.88
3_information_technology,2021-2022,14659071.95,13717388.44
6_industrial_products_and_services,2017-2018,2868368.73,2956282.04
6_industrial_products_and_services,2018-2019,2868368.73,2920799.58
