owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,964642.90,994603.03
aafc-aac,2018-2019,712263.05,725282.49
aandc-aadnc,2017-2018,679962.45,699911.72
aandc-aadnc,2018-2019,747283.57,760849.26
aandc-aadnc,2019-2020,729733.93,723877.74
aandc-aadnc,2020-2021,191555.12,182623.76
cbsa-asfc,2017-2018,230960.73,238039.50
cbsa-asfc,2018-2019,230960.73,235182.46
cbsa-asfc,2019-2020,231593.50,229734.94
cbsa-asfc,2020-2021,230960.73,220192.07
cbsa-asfc,2021-2022,863596.11,796161.32
cic,2017-2018,3011076.45,3102102.20
cic,2018-2019,3147793.88,3207520.22
cic,2019-2020,3280977.89,3250900.88
cic,2020-2021,3829781.71,3650533.65
cic,2021-2022,4094490.59,3826210.33
dfatd-maecd,2017-2018,1885365.69,1941094.45
dfatd-maecd,2018-2019,2499642.21,2546441.24
dfatd-maecd,2019-2020,2831620.60,2799133.55
dfatd-maecd,2020-2021,5755539.96,5486702.01
dfatd-maecd,2021-2022,9583881.75,8952111.04
dnd-mdn,2017-2018,9602956.07,9897195.43
dnd-mdn,2018-2019,9420806.96,9598808.15
dnd-mdn,2019-2020,10793105.91,10698312.90
dnd-mdn,2020-2021,9132054.11,8695301.84
dnd-mdn,2021-2022,8486937.85,7944465.86
ec,2019-2020,15146.47,14785.67
ec,2020-2021,1022883.97,977758.02
ec,2021-2022,994169.65,930305.22
elections,2017-2018,3025965.57,3116733.98
elections,2018-2019,1515528.45,1542181.67
elections,2019-2020,2389032.18,2358784.16
elections,2020-2021,4104451.05,3913078.83
elections,2021-2022,3293652.78,3103550.32
esdc-edsc,2017-2018,666761.78,687227.59
esdc-edsc,2018-2019,675131.96,687469.05
esdc-edsc,2019-2020,701855.64,695972.33
esdc-edsc,2020-2021,1313678.69,1250794.42
esdc-edsc,2021-2022,1778602.71,1654064.46
fcac-acfc,2017-2018,283122.75,291800.25
fcac-acfc,2018-2019,292763.07,298020.48
fcac-acfc,2019-2020,90470.63,89744.59
fintrac-canafe,2018-2019,62150.00,62680.03
fintrac-canafe,2020-2021,317982.00,299664.73
fja-cmf,2017-2018,581213.18,599032.41
hc-sc,2017-2018,1192498.18,1229047.34
hc-sc,2018-2019,1192498.18,1214295.83
hc-sc,2019-2020,1195765.30,1186169.16
hc-sc,2020-2021,1232048.18,1174721.48
hc-sc,2021-2022,1192498.18,1115893.34
ic,2017-2018,2564215.79,2642218.80
ic,2018-2019,2377008.92,2420819.59
ic,2019-2020,1931064.33,1917119.40
ic,2020-2021,1919553.67,1830359.38
ic,2021-2022,2139532.91,2001512.05
infc,2017-2018,1948642.97,2007814.08
infc,2018-2019,2371739.94,2414971.06
infc,2019-2020,2365705.81,2346720.79
infc,2020-2021,2359242.14,2249241.21
infc,2021-2022,2359242.14,2207686.88
irb-cisr,2019-2020,103818.75,102191.76
isc-sac,2017-2018,241793.02,249109.55
isc-sac,2018-2019,298464.20,304263.26
isc-sac,2019-2020,211893.97,210193.50
isc-sac,2020-2021,39321.45,37482.09
isc-sac,2021-2022,39233.60,37290.00
jus,2018-2019,9172.39,9250.61
jus,2019-2020,43598.61,43248.73
lac-bac,2020-2021,37509.20,35575.29
lac-bac,2021-2022,68266.74,65045.13
nrc-cnrc,2017-2018,70625.00,72815.16
nrcan-rncan,2018-2019,22600.00,22792.74
nrcan-rncan,2019-2020,3688690.29,3657813.62
nrcan-rncan,2020-2021,311309.71,293376.79
nserc-crsng,2017-2018,24747.00,25570.79
nserc-crsng,2019-2020,21495.70,20983.66
nserc-crsng,2020-2021,17253.13,16259.27
oic-ci,2017-2018,19998.76,20555.10
oic-ci,2018-2019,14103.21,14250.73
oic-ci,2019-2020,43376.27,43028.17
oic-ci,2020-2021,43257.76,41240.84
oic-ci,2021-2022,28771.34,26837.94
pco-bcp,2019-2020,23255.40,22915.53
pco-bcp,2020-2021,42191.94,40129.80
pwgsc-tpsgc,2020-2021,27552.54,26282.96
pwgsc-tpsgc,2021-2022,62078.26,58090.42
rcmp-grc,2017-2018,1983428.20,2043517.20
rcmp-grc,2018-2019,2283945.51,2325370.76
rcmp-grc,2019-2020,2113271.45,2097280.12
rcmp-grc,2020-2021,1445318.18,1378419.53
rcmp-grc,2021-2022,1677447.83,1566273.59
ssc-spc,2017-2018,563970.12,579764.25
ssc-spc,2018-2019,1060586.38,1079370.31
ssc-spc,2019-2020,510815.82,510965.78
ssc-spc,2020-2021,209188.54,199352.97
ssc-spc,2021-2022,299550.90,272372.85
statcan,2017-2018,710848.28,732034.66
tbs-sct,2017-2018,23306.25,23948.50
tbs-sct,2018-2019,10311.25,10574.40
tc,2017-2018,483926.14,498767.23
tc,2018-2019,99750.96,101574.31
tc,2019-2020,112598.83,111526.12
tc,2020-2021,569640.54,542874.07
tc,2021-2022,324071.05,303253.06
