d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,18740222.96,19219585.75
it_consulting_services,2018-2019,16994406.84,17259958.74
it_consulting_services,2019-2020,20255297.92,20062898.46
it_consulting_services,2020-2021,22980831.65,21834674.82
it_consulting_services,2021-2022,27431357.34,25436840.67
it_other,2017-2018,1372826.08,1408156.15
it_other,2018-2019,1286025.79,1306430.88
it_other,2019-2020,1195765.30,1185674.26
it_other,2020-2021,1270364.75,1207916.15
it_other,2021-2022,1252027.00,1161072.13
it_software_licensing,2017-2018,727519.15,746057.75
it_software_licensing,2018-2019,939055.15,953658.84
it_software_licensing,2019-2020,956774.37,948461.45
it_software_licensing,2020-2021,324377.59,308133.42
