d_fiscal_year,total,total_constant_2019_dollars
2017-2018,30760027.29,31692903.23
2018-2019,29044504.82,29581968.64
2019-2020,33428887.30,33131403.10
2020-2021,34152274.32,32541965.02
2021-2022,37286024.38,34861123.81
