owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2018-2019,195626.63,197826.89
cbsa-asfc,2019-2020,522622.95,518428.85
cbsa-asfc,2020-2021,831279.56,793739.50
cbsa-asfc,2021-2022,11297.93,10525.65
dfo-mpo,2018-2019,49712.72,50530.68
dfo-mpo,2019-2020,42589.88,41575.36
dfo-mpo,2020-2021,1152304.28,1099710.49
dfo-mpo,2021-2022,14551.47,13668.30
ec,2020-2021,102539.06,97252.33
ec,2021-2022,28710.94,27356.02
pc,2017-2018,750746.93,772651.34
pc,2019-2020,139767.62,137068.85
pc,2020-2021,367015.68,349903.38
pc,2021-2022,406133.43,380562.06
rcmp-grc,2017-2018,555128.21,572142.47
rcmp-grc,2018-2019,206458.77,209387.01
rcmp-grc,2019-2020,452803.36,449169.57
rcmp-grc,2020-2021,898151.71,854072.04
rcmp-grc,2021-2022,2250271.96,2118693.17
tc,2017-2018,340104.11,350528.04
tc,2018-2019,74721.42,75611.39
tc,2019-2020,174191.33,172793.43
