d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1917189.83,1965826.80
2018-2019,2700724.70,2742505.55
2019-2020,2061654.33,2037566.55
2020-2021,3381456.97,3214724.14
2021-2022,3937492.46,3006345.60
