d_most_recent_category,total,percentage
11_defence,161735952.29,0.6462
6_industrial_products_and_services,57856673.13,0.2312
10_office_management,17035712.86,0.0681
1_facilities_and_construction,6604729.00,0.0264
2_professional_services,5592237.92,0.0223
9_human_capital,1451171.59,0.0058
