d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2542039.20
1_facilities_and_construction,2018-2019,2302261.84
1_facilities_and_construction,2019-2020,1760427.96
10_office_management,2017-2018,356028.12
10_office_management,2018-2019,3256441.59
10_office_management,2019-2020,4637452.45
10_office_management,2020-2021,4425918.31
11_defence,2017-2018,25827735.61
11_defence,2018-2019,30379940.60
11_defence,2019-2020,35367881.90
11_defence,2020-2021,35322824.67
2_professional_services,2017-2018,1129254.63
2_professional_services,2018-2019,1129254.63
2_professional_services,2019-2020,1132348.48
2_professional_services,2020-2021,1123655.74
6_industrial_products_and_services,2017-2018,2678702.47
6_industrial_products_and_services,2018-2019,10361686.25
6_industrial_products_and_services,2019-2020,14245502.47
6_industrial_products_and_services,2020-2021,14829175.31
9_human_capital,2017-2018,185403.42
9_human_capital,2018-2019,316225.45
9_human_capital,2019-2020,317091.82
9_human_capital,2020-2021,316225.45
