d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1651841.33,1696119.80
2018-2019,1651841.33,1672921.33
2019-2020,1655325.69,1651935.15
2020-2021,1650802.94,1616115.83
2021-2022,3645795.14,2660796.91
