d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,205740.18,210759.62
2_professional_services,2018-2019,48338.07,49089.25
2_professional_services,2019-2020,107629.64,106366.57
2_professional_services,2020-2021,94853.39,89667.66
2_professional_services,2021-2022,208189.02,189707.77
3_information_technology,2017-2018,74317.50,76219.75
3_information_technology,2018-2019,1136794.54,1148177.68
3_information_technology,2019-2020,917473.33,905067.93
3_information_technology,2020-2021,1619794.66,1542501.29
3_information_technology,2021-2022,379471.73,349875.70
9_human_capital,2017-2018,11300.00,11566.36
9_human_capital,2018-2019,24521.00,24762.26
9_human_capital,2021-2022,43505.00,39918.84
