d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,230526.73331827353
2_professional_services,2018-2019,105839.64449845339
2_professional_services,2019-2020,115101.81741935483
2_professional_services,2020-2021,94853.39000000001
3_information_technology,2017-2018,49530.9524504084
3_information_technology,2018-2019,1079292.964117075
3_information_technology,2019-2020,910001.1483333333
3_information_technology,2020-2021,1619794.6586135598
9_human_capital,2017-2018,11300
9_human_capital,2018-2019,24521
