owner_org,d_fiscal_year,total
aafc-aac,2017-2018,49530.9524504084
aafc-aac,2018-2019,34699.7024504084
aandc-aadnc,2019-2020,35262.5
cer-rec,2018-2019,5849.711666666666
cer-rec,2019-2020,99445.09833333333
cra-arc,2019-2020,24422.129999999997
cra-arc,2020-2021,45280.229999999996
crtc,2018-2019,22466.750000000004
crtc,2020-2021,5663.294117647059
dfatd-maecd,2017-2018,47516.5
dfatd-maecd,2018-2019,1016276.8
dfatd-maecd,2019-2020,669276.3999999999
dfatd-maecd,2020-2021,1332326.5
dfo-mpo,2018-2019,24662.25
ec,2018-2019,24521
esdc-edsc,2019-2020,62447.96
esdc-edsc,2020-2021,199734.58
hc-sc,2017-2018,11300
hc-sc,2020-2021,38533
ic,2017-2018,61957.811803122015
ic,2018-2019,23675.821917808218
ic,2019-2020,24949.579999999998
isc-sac,2020-2021,36790.05449591281
nrc-cnrc,2019-2020,24521.000000000004
pc,2020-2021,39045.51
ps-sp,2020-2021,17274.88
pwgsc-tpsgc,2017-2018,75993.67151515151
pwgsc-tpsgc,2018-2019,57501.57258064516
pwgsc-tpsgc,2019-2020,7472.177419354838
tbs-sct,2017-2018,21667.75
tbs-sct,2019-2020,77306.12
tc,2017-2018,23391
