d_most_recent_category,total,percentage
11_defence,59943103.44,0.7048
2_professional_services,20943080.46,0.2463
1_facilities_and_construction,1664119.97,0.0196
10_office_management,901671.41,0.0106
0_other,869187.23,0.0102
6_industrial_products_and_services,558513.74,0.0066
5_transportation_and_logistics,134117.33,0.0016
3_information_technology,32348.55,4e-4
