d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,869187.23,849347.90
1_facilities_and_construction,2018-2019,1038597.21,1051577.30
1_facilities_and_construction,2019-2020,178904.91,179458.55
1_facilities_and_construction,2020-2021,379489.64,360725.15
1_facilities_and_construction,2021-2022,67128.21,62912.59
1_facilities_and_construction,2022-2023,18281.87,16352.64
10_office_management,2017-2018,456459.95,469886.19
10_office_management,2018-2019,35908.85,36867.50
10_office_management,2019-2020,257871.39,254379.82
10_office_management,2020-2021,114403.77,107799.90
10_office_management,2021-2022,37027.45,34425.37
10_office_management,2022-2023,838184.74,751181.86
11_defence,2017-2018,12052751.18,12429326.96
11_defence,2018-2019,21922317.71,22344522.12
11_defence,2019-2020,20568396.09,20522248.70
11_defence,2020-2021,548642.63,518554.83
11_defence,2021-2022,4992611.11,4674454.71
11_defence,2022-2023,16129943.11,14349907.95
2_professional_services,2017-2018,9532492.84,9832110.42
2_professional_services,2018-2019,4072623.27,4151999.40
2_professional_services,2019-2020,1987578.45,1974539.06
2_professional_services,2020-2021,1007210.05,954075.51
2_professional_services,2021-2022,4346786.44,4019627.01
2_professional_services,2022-2023,6960003.42,6225930.39
3_information_technology,2019-2020,32348.55,31610.19
5_transportation_and_logistics,2019-2020,134117.33,131056.08
6_industrial_products_and_services,2018-2019,350352.66,356661.54
6_industrial_products_and_services,2020-2021,208161.08,198002.75
