d_fiscal_year,total,total_constant_2019_dollars
2017-2018,578349.23,592129.53
2018-2019,605718.06,613808.74
2019-2020,892205.08,880463.84
2020-2021,490373.55,462822.79
2021-2022,1445872.87,1324803.93
