d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,70219.31512120046
1_facilities_and_construction,2018-2019,70219.31512120046
1_facilities_and_construction,2019-2020,81220.31680646402
1_facilities_and_construction,2020-2021,52904.9634474798
11_defence,2017-2018,190617.61731500676
11_defence,2018-2019,313890.22444794956
11_defence,2019-2020,314750.1976656151
3_information_technology,2017-2018,2873877.237722286
3_information_technology,2018-2019,2055061.805394017
3_information_technology,2020-2021,955194.4590463918
6_industrial_products_and_services,2020-2021,114841.98771929824
9_human_capital,2018-2019,466660.53
