d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,40214.42,41281.83
10_office_management,2018-2019,42933.05,43466.87
10_office_management,2019-2020,46969.06,46858.24
10_office_management,2020-2021,36395.59,35630.84
2_professional_services,2017-2018,1591328.58,1631788.74
2_professional_services,2018-2019,1379810.01,1398240.97
2_professional_services,2019-2020,1626824.33,1624016.39
2_professional_services,2020-2021,1181484.64,1151297.23
2_professional_services,2021-2022,1765645.47,1271877.78
9_human_capital,2018-2019,23673.50,23999.48
