d_vendor_name,overall_total
COSSETTE COMMUNICATIONS,7424483.782727272
BANFIELD SEGUIN,7072753.04980034
WORLDREACH SOFTWARE,4966120.723632595
AMITA,3759178.86992352
NISHA TECHONOLOGIES,3753613.786349347
RAYMOND CHABOT GRANT THORNTON,3342778.0946370726
MICROSOFT CANADA,2750543.5306594777
ADGA GROUP,2696864.7505731657
ACART COMMUNICATIONS,2578820.5271135396
MAVERIN,2139281.0466101696
KPMG,2073053.91
NORTHERN MICRO,2065645.9787817614
RICOH,1994393.553897124
SIERRA SYSTEMS GROUP,1506004.804770318
CORRECTIONAL SERVICES,1497682.4330058643
CORRECTIONAL SERVICES CANADA,1453946.1762337661
THE MASHA KRUPP TRANSLATION,1337083.6199999999
ARTEMP PERSONNEL SERVICES,1218924.9181260946
RAYMOND CHABOT GRANT THORNTON CONSULTING,1114885.4253544621
ALTIS HUMAN RESOURCES,950482.6884862238
QMR,930279.8936250072
TERAMACH TECHNOLOGIES,892763.11
ADRM TECHNOLOGY CONSULTING,858499.0539845758
SAS INSTITUTE,844181.3611780822
THE AIM GROUP,782941.3615384615
DMTI SPATIAL,685915.1124242218
LUMINA IT,684275.1891376578
"NATIONS TRANSLATION GROUP",674866.443019397
THOMAS SCHMIDT,672869.1891891891
EBSCO CANADA,651154.24
IHS GLOBAL,576000.5836512261
ESRI,545525.3394246575
EKOS RESEARCH ASSOCIATES,525780.5700000001
BELL CANADA,511729.87999999995
CBCI TELECOM CANADA,498046.62
THE CANADIAN PRESS,468883.1
DELL COMPUTER,449195.29
BELL DISTRIBUTION,447191.85
HILL KNOWLTON CANADA,446441.0220183486
PRINTERS PLUS,444601.91
SOLANA NETWORKS,438451.58171745157
CANADIAN CORPS OF COMMISSIONAIRES,432991.73000000004
IPSOS PARTNERSHIP,399548.6437755102
DONNA CONA,398607.12
MAXSYS STAFFING AND CONSULTING,389601.47119341564
BLOOMBERG FINANCE,372521.49124378106
IBM CANADA,370910.3180814515
WORKDYNAMICS TECHNOLOGIES,346317.41490370705
SYNERSOLUTIONS TECHNOLOGY,323858
JUNO RISK SOLUTIONS,322900.2380030257
IMP GROUP,305100
ROGERS,292691.51340471796
WORKPLACE SAFETY AND,288150
OVIK,277610.5
HEWLETT PACKARD,276657.01
SIMNER,275155
MEDIA Q IN,271200
AECOM,267682.06647662487
ACT,265867.52999999997
MARS DISCOVERY DISTRICT,262308.98770614696
"NAUT MAWT RESOURCES GROUP",258068.04140944552
TAG HR,249646.86104866237
DEMENAGEMENT SLBL MOVING,248790.69
THE INFO TECH RESEARCH GROUP,238825.65395095368
GOOGLE CLOUD CANADA,237300
OXFORD ANALYTICA,230620.60785114404
OPTA INFORMATION INTELLIGENCE,230520
SPEARHEAD MANAGEMENT CANADA,229955
TARBELL FACILITATION NETWORK,224203.13196721312
SAMSON ASSOCIATES,222386.443914956
GELDER GINGRAS AND ASSOCIATES,220142.65619047618
ITEX,219541.57
VMWARE,208734.70526027397
CARAHSOFT TECHNOLOGY,206975.22316153534
GRAYBRIDGE INTERNATIONAL CONSULTING,197571.88825331972
QUINTET CONSULTING,197060.2753488372
IPSS,197038.19410958904
ENVIRONICS RESEARCH GROUP,193380.17999999996
LM INFORMATION DELIVERY,187297.5
SOFTCHOICE,179164.16511902586
GARTNER,179152.07
THE RIGHT DOOR CONSULTING AND SOLUTIONS,175310.6190615836
STANTEC,169086.91516853933
THE RIGHT DOOR CONSULTING AND,162720
CLEAR DIRECTION FIRST NATION,152453.57
NEWS CANADA,151436.95
PRIVACY IN DESIGN,149022.13680656935
DIRECTIONS EVIDENCE POLICY,148263.78
PROTAK CONSULTING GROUP,146617.5
MODIS CANADA,144614.3064985994
WORKPLACE SAFETY AND PREVENTION SERVICES,144076.13
GC STRATEGIES,142210.5
CARON TRAINING CENTRE,139982.45121951218
TRANSPOLAR TECHNOLOGY,137442.03
LANSDOWNE TECHNOLOGIES,129526.25
THE HALIFAX GROUP,129087.45438333398
ECOLE DE LANGUES ABCE,127320.86394904926
BDO CANADA,126228.06
PURE ENVIRO MANAGEMENT CANADA,125062.32
CONTRACT COMMUNITY,122898.96770833332
