d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,93904.56512897513
11_defence,2018-2019,1702421.710416723
11_defence,2019-2020,1351234.0981971717
11_defence,2020-2021,73664.50118863712
2_professional_services,2018-2019,260230.55079452056
2_professional_services,2019-2020,233255.16920547947
3_information_technology,2017-2018,29049381.42528654
3_information_technology,2018-2019,7579522.778016197
3_information_technology,2019-2020,13437728.747502364
3_information_technology,2020-2021,11699091.733013222
6_industrial_products_and_services,2017-2018,17260.460000000003
6_industrial_products_and_services,2020-2021,2285.2319277108436
9_human_capital,2019-2020,20240
NA,2017-2018,55508.91
