d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,55508.91,56469.51
10_office_management,2021-2022,12906.52,0.00
11_defence,2017-2018,93904.57,95879.32
11_defence,2018-2019,1702421.71,1723360.43
11_defence,2019-2020,1351234.10,1348967.07
11_defence,2020-2021,73664.50,72116.78
11_defence,2021-2022,64084.17,53346.25
2_professional_services,2018-2019,260230.55,264306.06
2_professional_services,2019-2020,233255.17,233148.76
2_professional_services,2021-2022,141312.94,70239.68
3_information_technology,2017-2018,29049381.43,29624756.38
3_information_technology,2018-2019,7579522.78,7669823.99
3_information_technology,2019-2020,13437728.75,13402117.22
3_information_technology,2020-2021,11699091.73,11400031.77
3_information_technology,2021-2022,15116623.40,11480328.24
6_industrial_products_and_services,2017-2018,17260.46,17605.99
6_industrial_products_and_services,2020-2021,2285.23,2214.96
6_industrial_products_and_services,2021-2022,61371.48,25831.72
9_human_capital,2019-2020,20240.00,20179.49
