owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,201499.44
aandc-aadnc,2018-2019,22326.27
aandc-aadnc,2019-2020,27238.05
aandc-aadnc,2020-2021,19126.17
cannor,2019-2020,18323.20
cbsa-asfc,2018-2019,3286.23
cbsa-asfc,2019-2020,118792.01
ccohs-cchst,2017-2018,24308.59
ccohs-cchst,2018-2019,24983.82
cgc-ccg,2017-2018,67847.92
csc-scc,2019-2020,217754.40
dfatd-maecd,2017-2018,8495143.77
dfatd-maecd,2018-2019,4967186.65
dfatd-maecd,2019-2020,4929323.21
dfatd-maecd,2020-2021,1875280.10
dfo-mpo,2017-2018,711866.61
dfo-mpo,2019-2020,1414233.21
dfo-mpo,2020-2021,313171.22
dnd-mdn,2017-2018,111165.03
dnd-mdn,2018-2019,1934402.26
dnd-mdn,2019-2020,1604729.27
dnd-mdn,2020-2021,73664.50
ec,2020-2021,22201.49
fin,2018-2019,23984.25
hc-sc,2017-2018,2351089.26
ic,2019-2020,644143.30
isc-sac,2018-2019,13043.47
isc-sac,2019-2020,68899.82
isc-sac,2020-2021,34492.50
lac-bac,2017-2018,193437.41
nfb-onf,2019-2020,17181.87
nrc-cnrc,2019-2020,518854.10
nrc-cnrc,2020-2021,135843.27
nrcan-rncan,2017-2018,647376.98
nrcan-rncan,2018-2019,22321.63
oci-bec,2019-2020,14988.01
oci-bec,2020-2021,29254.68
pc,2017-2018,86852.36
pc,2018-2019,34644.00
pc,2019-2020,129895.10
phac-aspc,2018-2019,8920.94
phac-aspc,2019-2020,76767.04
rcmp-grc,2017-2018,257309.25
rcmp-grc,2019-2020,83823.58
ssc-spc,2017-2018,16068158.75
ssc-spc,2018-2019,2405037.50
ssc-spc,2019-2020,5157511.85
ssc-spc,2020-2021,9272007.54
tbs-sct,2018-2019,33900.00
tc,2018-2019,19888.00
vac-acc,2018-2019,28250.00
