owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,2046081.70,2112871.17
dfo-mpo,2018-2019,1003198.17,1016539.49
dfo-mpo,2019-2020,4918775.50,4884057.30
dfo-mpo,2020-2021,1546554.86,1470809.83
dfo-mpo,2021-2022,4884097.00,4483098.01
dfo-mpo,2022-2023,2335636.55,2089945.35
pc,2017-2018,457737.11,471669.15
pc,2018-2019,652473.26,664816.29
pc,2019-2020,3081934.51,3052021.14
pc,2020-2021,2042256.27,1950847.68
pc,2021-2022,106286.73,97170.49
pc,2022-2023,64839.65,58070.40
pwgsc-tpsgc,2018-2019,956627.50,969675.31
pwgsc-tpsgc,2019-2020,97259.81,95514.40
pwgsc-tpsgc,2020-2021,39905.00,37601.51
pwgsc-tpsgc,2021-2022,12487.40,11341.55
pwgsc-tpsgc,2022-2023,41815.60,37416.78
