d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,22654.73,23349.08
0_other,2018-2019,1862.03,1909.55
1_facilities_and_construction,2017-2018,2323614.08,2399553.59
1_facilities_and_construction,2018-2019,1485591.88,1508485.46
1_facilities_and_construction,2019-2020,6172774.52,6106804.37
1_facilities_and_construction,2020-2021,3553754.73,3383672.70
1_facilities_and_construction,2021-2022,4979745.19,4599641.89
10_office_management,2018-2019,11246.85,11385.53
10_office_management,2019-2020,23793.92,23602.97
10_office_management,2020-2021,23728.91,22622.53
10_office_management,2021-2022,10268.37,9531.90
2_professional_services,2018-2019,397785.00,402631.04
5_transportation_and_logistics,2017-2018,157550.00,162052.55
5_transportation_and_logistics,2018-2019,715813.17,724244.15
5_transportation_and_logistics,2019-2020,1901401.39,1900512.15
5_transportation_and_logistics,2020-2021,51232.50,48685.18
5_transportation_and_logistics,2021-2022,12487.40,11409.85
