d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,39874.88,36583.89
1_facilities_and_construction,2021-2022,69217.67,62517.40
10_office_management,2017-2018,16445.00,16837.42
10_office_management,2018-2019,24860.00,25116.37
2_professional_services,2017-2018,1812211.60,1857707.13
2_professional_services,2018-2019,2339971.66,2374929.84
2_professional_services,2019-2020,1902462.48,1879988.80
2_professional_services,2020-2021,2974592.41,2827719.36
2_professional_services,2021-2022,2476448.64,2295078.73
3_information_technology,2017-2018,39028.51,40065.13
3_information_technology,2019-2020,92959.06,91199.94
3_information_technology,2020-2021,66126.76,62612.10
9_human_capital,2017-2018,50453.46,51665.44
9_human_capital,2018-2019,22436.17,22923.47
9_human_capital,2019-2020,15198.50,14830.69
9_human_capital,2020-2021,34390.14,32795.59
9_human_capital,2021-2022,72830.57,66856.64
