d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,16445
10_office_management,2018-2019,24860
2_professional_services,2017-2018,1836450.0977717366
2_professional_services,2018-2019,2339971.6552084615
2_professional_services,2019-2020,1995421.5434578108
2_professional_services,2020-2021,3040719.173052642
3_information_technology,2017-2018,14790.01
9_human_capital,2017-2018,50453.46035714285
9_human_capital,2018-2019,22436.16964285714
9_human_capital,2019-2020,15198.499999999998
9_human_capital,2020-2021,34390.14
