owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,1035834.18,1059839.55
aandc-aadnc,2018-2019,874772.73,885892.47
aandc-aadnc,2019-2020,514876.53,513990.23
aandc-aadnc,2020-2021,1108680.81,1083092.91
aandc-aadnc,2021-2022,478148.54,340052.21
cannor,2017-2018,49550.50,51279.96
cannor,2019-2020,19800.00,19683.50
cannor,2020-2021,26007.29,24825.84
cannor,2021-2022,62382.59,45999.46
dfatd-maecd,2019-2020,39535.40,39517.36
dfo-mpo,2017-2018,214529.12,220008.59
dfo-mpo,2018-2019,211179.68,214039.13
dfo-mpo,2019-2020,299606.21,299151.77
dfo-mpo,2020-2021,141621.27,138495.03
dfo-mpo,2021-2022,280959.18,194507.22
ec,2017-2018,43490.23,44241.31
ec,2018-2019,76744.00,77472.04
ec,2019-2020,162855.92,162766.60
ec,2020-2021,301695.85,291086.31
ec,2021-2022,214721.85,126390.57
hc-sc,2020-2021,58104.60,56039.53
iaac-aeic,2018-2019,8592.86,8676.02
iaac-aeic,2019-2020,19095.40,19091.65
iaac-aeic,2020-2021,19432.74,19024.41
ic,2017-2018,82607.02,84150.07
ic,2018-2019,60791.11,61465.94
ic,2019-2020,23165.00,23154.43
ijc-cmi,2018-2019,15288.90,15550.63
ijc-cmi,2020-2021,16859.60,16512.94
infc,2020-2021,11041.71,10436.75
infc,2021-2022,29638.29,27238.12
isc-sac,2018-2019,38655.94,39066.20
isc-sac,2019-2020,226433.21,226044.53
isc-sac,2020-2021,39800.00,39242.25
lac-bac,2018-2019,24255.00,24635.23
nrc-cnrc,2017-2018,49946.00,51326.29
nrc-cnrc,2018-2019,43957.00,44495.49
nrc-cnrc,2019-2020,28193.50,28061.40
nrc-cnrc,2020-2021,214882.02,208898.98
nrc-cnrc,2021-2022,161342.17,115867.82
nrcan-rncan,2017-2018,361950.94,368958.13
nrcan-rncan,2018-2019,908611.37,920460.50
nrcan-rncan,2019-2020,632128.70,630567.31
nrcan-rncan,2020-2021,1117897.43,1094980.30
nrcan-rncan,2021-2022,1148681.39,829362.50
oag-bvg,2017-2018,851.83,866.46
oag-bvg,2018-2019,30244.19,30586.43
oag-bvg,2019-2020,5549.67,5539.21
oag-bvg,2020-2021,11302.72,11065.22
oag-bvg,2021-2022,11074.00,8412.26
pc,2017-2018,79378.75,81376.40
pc,2018-2019,69213.35,70324.19
pc,2021-2022,18328.60,0.00
polar-polaire,2019-2020,39380.50,39266.12
polar-polaire,2021-2022,34925.00,31847.54
pwgsc-tpsgc,2021-2022,51985.07,0.00
tc,2018-2019,24961.70,25340.73
tc,2021-2022,63901.50,58288.17
wage,2020-2021,7783.27,7356.83
wage,2021-2022,74492.77,67553.87
