owner_org,d_fiscal_year,total
aafc-aac,2017-2018,18433279.8
aafc-aac,2018-2019,17087040.79
aafc-aac,2019-2020,18750998.13
aafc-aac,2020-2021,18980274.93
aandc-aadnc,2017-2018,2959941.35
aandc-aadnc,2018-2019,1637479.58
aandc-aadnc,2019-2020,953398.52
aandc-aadnc,2020-2021,538791.96
acoa-apeca,2017-2018,7035.03
acoa-apeca,2018-2019,6502.08
cannor,2019-2020,10783
cannor,2020-2021,22474.36
cas-satj,2017-2018,236905.1
cas-satj,2018-2019,310439.2
cas-satj,2019-2020,76909.94
cas-satj,2020-2021,93207.15
cbsa-asfc,2017-2018,7161981.83
cbsa-asfc,2018-2019,8048181.29
cbsa-asfc,2019-2020,5756080.88
cbsa-asfc,2020-2021,11551102.35
ced-dec,2017-2018,131194.23
ced-dec,2018-2019,62518.21
ced-dec,2019-2020,185677.4
cer-rec,2017-2018,703289.04
cer-rec,2018-2019,861478.87
cer-rec,2019-2020,634649.12
cer-rec,2020-2021,789584.51
cfia-acia,2017-2018,13327452.07
cfia-acia,2018-2019,9571638.69
cfia-acia,2019-2020,2971350.16
cfia-acia,2020-2021,4745824.39
cgc-ccg,2017-2018,442050.48
cgc-ccg,2018-2019,490722.97
cgc-ccg,2019-2020,689980.65
cgc-ccg,2020-2021,503971.41
cic,2017-2018,11262.45
cic,2018-2019,68990.89
cic,2019-2020,67681.44
cic,2020-2021,41350.57
cics-scic,2018-2019,167622.94
cics-scic,2019-2020,120572.25
cics-scic,2020-2021,10170
cihr-irsc,2017-2018,163807.63
cihr-irsc,2018-2019,324476.59
cihr-irsc,2019-2020,91480.83
cnsc-ccsn,2017-2018,297577.63
cnsc-ccsn,2018-2019,442632.13
cnsc-ccsn,2019-2020,764811.87
cnsc-ccsn,2020-2021,890881.76
cpc-cpp,2017-2018,62637.16
cpc-cpp,2018-2019,88826.37
cpc-cpp,2019-2020,37234.07
cra-arc,2018-2019,95126.04
cra-arc,2019-2020,68053.21
cra-arc,2020-2021,67317.38
crtc,2019-2020,23713.59
csa-asc,2017-2018,59845924.36
csa-asc,2018-2019,59225447.16
csa-asc,2019-2020,66653678.54
csa-asc,2020-2021,113864843.78
csc-scc,2017-2018,27624415.46
csc-scc,2018-2019,31761472.09
csc-scc,2019-2020,24075448.37
csc-scc,2020-2021,17537965.63
csps-efpc,2017-2018,12557.69
csps-efpc,2018-2019,74225.2
csps-efpc,2019-2020,50754.23
dfatd-maecd,2017-2018,30439745.68
dfatd-maecd,2018-2019,30834328.17
dfatd-maecd,2019-2020,37436425.97
dfatd-maecd,2020-2021,38807105.44
dfo-mpo,2017-2018,439361922.63
dfo-mpo,2018-2019,171163583.39
dfo-mpo,2019-2020,206684151
dfo-mpo,2020-2021,669827776.31
dnd-mdn,2017-2018,1647064837.01
