d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1082359.72,1115594.37
2018-2019,964530.70,981697.59
2019-2020,1670582.32,1656794.15
2020-2021,2102420.68,2001156.95
2021-2022,1395212.25,1305356.48
2022-2023,324435.11,291656.82
