d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,40256.25,41683.10
11_defence,2017-2018,28639.68,29131.64
11_defence,2018-2019,190063.34,192488.84
11_defence,2019-2020,190584.07,190193.70
11_defence,2020-2021,190063.34,186069.68
11_defence,2021-2022,154133.56,139852.41
2_professional_services,2017-2018,188579.10,193634.06
2_professional_services,2018-2019,188579.10,190985.66
2_professional_services,2019-2020,421142.15,420063.82
2_professional_services,2020-2021,593762.51,579980.90
2_professional_services,2021-2022,555116.51,421688.94
3_information_technology,2017-2018,824884.69,846248.54
3_information_technology,2018-2019,585888.26,593438.49
3_information_technology,2019-2020,1058856.10,1056811.08
3_information_technology,2020-2021,1318594.83,1283980.66
3_information_technology,2021-2022,637654.67,584041.10
9_human_capital,2021-2022,48307.50,32046.83
