d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,40256.25
11_defence,2017-2018,28639.682100898408
11_defence,2018-2019,190063.3448514167
11_defence,2019-2020,190584.06634416032
11_defence,2020-2021,190063.3448514167
2_professional_services,2017-2018,188579.10044116408
2_professional_services,2018-2019,188579.10044116408
2_professional_services,2019-2020,421142.1465475086
2_professional_services,2020-2021,593762.5128415301
3_information_technology,2017-2018,824884.6880101339
3_information_technology,2018-2019,585888.2569881289
3_information_technology,2019-2020,1058856.1035870067
3_information_technology,2020-2021,1318594.8267828436
