d_fiscal_year,total,total_constant_2019_dollars
2017-2018,904939.41,931875.29
2018-2019,1425649.73,1452016.61
2019-2020,882468.01,876121.79
2020-2021,1119886.85,1066005.29
2021-2022,997658.65,921428.23
2022-2023,1175731.65,1050758.41
