d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,445446.00000000006
1_facilities_and_construction,2019-2020,48776.6
10_office_management,2017-2018,47046.13
10_office_management,2018-2019,153924.27
2_professional_services,2017-2018,360066.14764651353
2_professional_services,2018-2019,479675.7900432763
2_professional_services,2019-2020,456154.07903768047
2_professional_services,2020-2021,780717.6914429761
3_information_technology,2017-2018,460801.4441075745
3_information_technology,2018-2019,322033.6680255227
3_information_technology,2019-2020,353162.32639709726
3_information_technology,2020-2021,314794.15413995937
6_industrial_products_and_services,2017-2018,37025.689999999995
9_human_capital,2018-2019,24569.999999999996
9_human_capital,2019-2020,24375
9_human_capital,2020-2021,24375.000000000004
