d_vendor_name,overall_total
C GIAMBERARDINO CONTRACTING,459706.60000000003
TCI TRANSLATORS CONFERENCE INTERPRETERS,250000
TECHNOLOGY INTEGRATION GROUP,214000.31
CDW CANADA,190502.90786885246
OFFICEMAX GRAND TOY,153924.27
TRADUCTIONS HOULE,150000
COLDFRONT LABS,140532.44999999998
GENESIS INTEGRATION,137953.34999999998
NORTHWEST HYDRAULIC CONSULTANTS,102078.55
LURA CONSULTING,101948.6
LIMNO TECH,95102
ORACLEPOLL RESEARCH,81360
COPTICOM STRATEGIES ET RELATIONS PUBLIQUES,78287.17170731707
ST CROIX INTERNATIONAL WATERWAY COMMISSION,77180
MOWER,76466.4
PIERRE DE DEUS,73320
ENVIRONMENTAL CONSULTING AND TECHNOLOGY ECT,73160
A KENNEDY CONSULTING,69713.17692307693
KNOWLEDGEWORKS CANADA,68930
HYPERACTIVE PRODUCTIONS,67755.93000000001
TERRA REPRODUCTIONS,65766
MICROSOFT CANADA,58284.25000000001
WTVS DETROIT PUBLIC TELEVISION,58197.990000000005
ECO STRATEGY,52839.23684210526
NISHA TECHONOLOGIES,51111.88
BLUMETRIC ENVIRONMENTAL,49907
ESRI,49412.42890410959
HEWLETT PACKARD,48044.16336986302
INTERSOL GROUP,47927.630000000005
AECOM,47000
NOLAN BARATONO,46732.850000000006
BEV CLARK,46002.48
BELL CANADA,45682.31763686131
MATTHEW KRAFT,45200
DYNAMIX PROFESSIONAL VIDEO SYSTEM,44240.63
CISTEL TECHNOLOGY,41706.922520547945
ANTHONY MACAULEY ASSOCIATES,41457.44
ORLEANS CARPET,37025.689999999995
DECISIVE TECHNOLOGIES,36031.18000000001
DANIEL HENSTRA,35000
CORPORATION DE L ECOLE POLYTECHNIQUE DE MONTREAL,34516
STRATOS,32148.499999999996
MAWANDONAN CONSULTING,29999.97
ROBERT HARRISON,29680
ORACLE CANADA,27651.2
BUROVISION OTTAWA,27217
CANADIAN WATER RESOURCES ASSOCIATION,26439.882697947214
CONSERVATION ONTARIO,25000
BC2 GROUPE CONSEIL,24719.629999999997
R HALLIDAY ASSOCIATES,24577.5
ALLISON VOGLESONG,24340
KIM GEOMATICS,24295
ST LAWRENCE RIVER INSTITURE,23850
IMAGE ADVANTAGE SOLUTIONS,23391
C L A PERSONNEL,22638.420000000006
ADECCO EMPLOYMENT SERVICES,22611.3
WAYNE DYBVIG,21375
MARIE FRANCE JULIEN,20346.25
AFFINITY PRODUCTIONS,20068.8
DAVID RUCK,20000
A ASSOCIATES PRINTING AND DESIGN,19829.129999999997
9080236 CANADA,16950
LAKE OF THE WOODS WATER SUSTAINABLE FOUNDATION,16950
"NATIONAL PUBLIC RELATION",16385
ST LAWRENCE RIVER INSTITUTE,15870
KNOWLEDGEWORKS ENTERPRISE CONTENT MANAGEMENT SOLUTIONS CANADA,15820
YVONNE KLINTBORN,14633.5
H2ADAPT,13237.830000000002
ELAINE BARROW,13137.5
THREE MOUNTAINS,12794.071875
COSTCO WHOLESALE CANADA,12203.91
ATKINSON SCHROETER DESIGN GROUP,12147.5
CABLING OTTAWA TELECOM SECURITY,10638.39
THE COMPUTER MEDIA GROUP,10528.76
CONTRACT COMMUNITY,8819.291707317074
MODERN NIAGARA OTTAWA,8641.848787602552
