d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,445446.00,449342.63
1_facilities_and_construction,2019-2020,48776.60,48817.42
10_office_management,2017-2018,47046.13,47910.60
10_office_management,2018-2019,153924.27,156036.84
2_professional_services,2017-2018,360066.15,368182.07
2_professional_services,2018-2019,479675.79,486253.57
2_professional_services,2019-2020,456154.08,455248.28
2_professional_services,2020-2021,780717.69,758788.61
2_professional_services,2021-2022,623865.73,438249.29
3_information_technology,2017-2018,460801.44,470584.00
3_information_technology,2018-2019,322033.67,325573.94
3_information_technology,2019-2020,353162.33,352965.97
3_information_technology,2020-2021,314794.15,304561.86
3_information_technology,2021-2022,352537.62,188431.67
6_industrial_products_and_services,2017-2018,37025.69,37661.69
9_human_capital,2018-2019,24570.00,24890.27
9_human_capital,2019-2020,24375.00,24325.07
9_human_capital,2020-2021,24375.00,23862.83
9_human_capital,2021-2022,21255.30,13823.37
